id,class,abstract
5381,D,2022 monkeypox outbreak: California and Illinois declare a state of emergency over the monkeypox outbreak
661,U,Bruce Springsteen releases his 7th album Born in the U.S.A.. The CD of the album is the first CD to be manufactured in the U.S.
4142,U,President Trump declares a national emergency to free up funds for his proposed border wall.
208,U,Watergate scandal: The "smoking gun" tape of June 23
212,U,Richard Nixon becomes the first president of the United States to resign from office
663,U,Ghostbusters and Gremlins are released.
3731,U,Betsy DeVos is confirmed as the new US Secretary of Education by the United States Senate in a 51–50 vote
3547,U,At least four people are injured and five are arrested in Chicago when protesters demonstrating against Donald Trump scuffle with Trump supporters at a canceled Trump rally.
5741,D,The mug shot of Donald Trump is taken at Fulton County Jail in Atlanta. Trump is the first former United States president to have a mug shot.
1175,U,The Republican National Convention in Houston
648,U,The CIA station chief in Beirut
229,U,Restrictions on holding private gold within the United States
2276,U,President George W. Bush delivers his final State of the Union address.
853,D,Pan Am Flight 103 is destroyed by a bomb over Lockerbie
2973,U,The United States Court of Appeals for the Seventh Circuit strikes down Illinois's ban on concealed weapons. Illinois is the last state in the United States not to enact a concealed carry law.
4189,D,Federal prosecutors announce a 36-count indictment against lawyer Michael Avenatti
2943,D,Chicago Fire debuts on NBC.
5075,D,Aftermath of the January 6 United States Capitol attack: New Jersey gym owner Scott K. Fairlamb and Washington resident Devlyn D. Thompson pleads guilty to assaulting U.S. Capitol Police officers during the Capitol riot
3743,U,The Senate Judiciary Committee begins hearings on the nomination of Judge Neil M. Gorsuch to the Supreme Court of the United States.
3254,U,Into the Storm
5120,U,A man shoots 13 people then kills himself in Collierville
4680,U,A former leading fundraiser for president Donald Trump has been indicted on a charge that he illegally lobbied the US government to drop its probe into the Malaysia 1MDB corruption scandal and to deport an exiled Chinese billionaire. The indictment said Elliott Broidy was recruited in 2017 by an unnamed foreign national
1329,U,Manika
4273,D,FBI agents raid Jeffrey Epstein's private Caribbean island amid ongoing investigations into alleged sex trafficking.
5056,U,The Senate votes 67–32 to advance the Infrastructure Investment and Jobs Act
2380,U,President Obama delivers his first address to the 111th Congress
5431,U,President Biden announces that he will cancel US$10
5433,U,Federal judge B. Lynn Winmill rules that Idaho's abortion ban partially violates federal law.
2823,D,Dr. Seuss' The Lorax is released in theaters.
4500,D,President Trump announces a 30-day ban on incoming travel from Europe (with the exception of the United Kingdom)
5512,D,Gretchen Whitmer kidnapping plot: A jury in Michigan issues guilty verdicts for three men who aided in the kidnapping plot.
5585,D,The US Virgin Islands legalizes marijuana
5596,U,In United States v. Rahimi
4581,D,COVID-19 pandemic: President Donald Trump's former election campaign chairman
4227,U,New Hampshire becomes the 21st state to abolish the death penalty.
3983,D,President Trump orders targeted strikes in Syria to retaliate for a suspected chemical weapons attack.
4099,U,Mid-term elections: The Democrats gain 40 seats to take control of the House of Representatives
1905,U,US war in Afghanistan: Operation Anaconda ends (started on March 1) after killing 500 Taliban and al Qaeda fighters
4946,U,COVID-19 drug development: The U.S. Food and Drug Administration (FDA) revokes the emergency use authorization (EUA) for bamlanivimab.
4508,U,Black Thursday 2020: Following a series of recent major falls
3899,D,Matt Lauer
2932,U,S&P Dow Jones Indices announces that UnitedHealth Group will replace Kraft Foods among the stock issuers that constitute the Dow Jones Industrial Average.
1883,D,U.S. President George W. Bush announces the United States' withdrawal from the 1972 Anti-Ballistic Missile Treaty.
5116,D,The death toll from the COVID-19 pandemic surpasses that of the 1918 Spanish flu pandemic
4833,U,Georgia Senate runoff candidate David Perdue and his wife enter quarantine despite negative test results.
3443,U,A gunman attacks two military installations in Chattanooga
2399,D,In Illinois
5174,U,Vice President Harris travels to Paris to deliver a speech at the Paris Peace Forum.
4720,D,2020 presidential election: A coalition of federal and state officials declare the 2020 presidential election "the most secure in American history" and asserts there is no evidence of compromised voting systems.
5821,D,Harvard University president Claudine Gay announces her resignation following a contentious house hearing on antisemitism and allegations of plagiarism in her earlier academic career.
633,U,A jury in Gretna
2039,D,Google becomes a publicly traded company via initial public offering.
563,U,The first edition of USA Today is published.
4879,U,In Fort Worth
201,U,The Cleveland Indians stage an ill-advised Ten Cent Beer Night for a game against the Texas Rangers at Cleveland Municipal Stadium. Cleveland forfeits after alcohol-fueled mayhem and violence spreads from the stands onto the field.
4747,U,Utah reports a record number of new COVID-19 daily cases and deaths.
3388,D,Unidentified criminals use an online service run by the Internal Revenue Service to access the tax information of over 100
211,D,Watergate scandal: President Nixon announces his resignation (effective August 9).
2880,D,Police in the San Gabriel Valley in southern California cite United States Secretary of Commerce John Bryson for felony hit and run for alleged involvement in a series of accidents on the weekend.
4532,U,The U.S. box office records zero revenue for the first time ever.
1682,U,In Freehold Borough
3408,D,In the NHL
1153,D,Former tennis player Arthur Ashe
4869,U,The United States Senate votes 50–49 to pass a budget resolution that would allow Democrats to pass President Biden's $1.9 trillion relief package without support from Republicans. Three days later
3403,U,A pool party in McKinney
1230,D,1993 child sexual abuse accusations against Michael Jackson: Evan Chandler institutes legal accusations against singer Michael Jackson of sexually molesting Jordan Chandler
2161,U,The Augustine Volcano in Alaska erupts twice
4056,D,The New York Times reports that President Trump's former lawyer Michael Cohen secretly recorded his client discussing payments to Karen McDougal
3661,U,A currently unknown attacker launches multiple distributed denial-of-service (DDos) attacks on networks operated by DNS provider Dyn
5328,D,The Supreme Court also allows the Biden administration to end the Trump-era Remain in Mexico policy.
693,D,John Hughes’ The Breakfast Club is released in theaters
2575,U,Former Republican United States House of Representatives Majority Leader Tom DeLay is sentenced to three years in prison for money laundering.
5175,U,United States Attorney General Merrick Garland announces that former White House Chief Strategist Steve Bannon has been charged by the Department of Justice for refusing to testify to the January 6 select committee investigating the Capitol riot and refusing to provide documents requested by the committee. Bannon turned himself in to the FBI three days later.
3005,U,Standard & Poor's is hit with a $5 billion lawsuit by the US government over its assessment of mortgage bonds prior to the subprime mortgage crisis.
5894,U,In United States v. Texas
2055,U,Jimmy Wales and Angela Beesley Starling founds Fandom
4000,U,The Senate Intelligence Committee releases an unclassified version of its investigation into Russian cyberattacks in 2016
2559,D,The US Senate passes the Obama-GOP tax compromise with a vote of 81–19.
98,U,World Chess Championship 1972 ("Match of the century"): Bobby Fischer defeats Boris Spassky in a chess match at Reykjavík
3851,U,Both the Addicks Dam and Barker Dam in Houston begin overflowing due to Hurricane Harvey
538,D,President Reagan delivers his first State of the Union Address.
1515,D,State of the Union Address.
4840,U,Tesla and SpaceX CEO Elon Musk becomes the world's richest person
1918,U,14-year-old Elizabeth Smart is kidnapped from her bedroom in Salt Lake City
2355,U,Retired American football player O. J. Simpson is sentenced to 33 years in prison in relation to a September 2007 armed robbery. Simpson would be granted parole and released in October 2017.
1498,D,Louis Jones Jr. is convicted of the kidnapping and murder of Tracie McBride
2327,U,Former U.S. Senator and vice-presidential and presidential candidate John Edwards admits to an adulterous affair with  former campaign worker Rielle Hunter after months of tabloid speculation
435,U,Five men with mild mental-health issues from Yuba City
3347,U,The voter-elected legalization of possession and private use of recreational marijuana is put into effect in Washington
801,U,Andrew Wyeth
5168,U,The National Basketball Association announces that they have launched an investigation into Phoenix Suns owner Robert Sarver over allegations of sexism and racism.
32,U,Walt Disney World opens in Orlando
397,U,David Berkowitz is captured in Yonkers
1856,D,Robert Mueller becomes the FBI's director.
1936,U,The U.S. Federal Reserve System drops its primary discount rate by 25 basis points to 0.75%
1285,U,Dorial Green-Beckham
5285,U,Top Gun: Maverick
606,U,Benton fireworks disaster: A powerful explosion at an unlicensed fireworks factory in Benton
5675,D,2024 United States presidential election: Senator Tim Scott from South Carolina files to run in the 2024 Republican Party presidential primaries.
2163,U,Rick Wagoner
3038,D,Thirty-five teachers and administrators from Atlanta
393,D,The first oil through the Trans-Alaska Pipeline System reaches Valdez
885,D,National Football League commissioner Pete Rozelle
3530,D,A Texas grand jury finds no wrongdoing on the part of Planned Parenthood after a series of undercover videos made by the Center for Medical Progress (CMP)
1190,U,The Food and Drug Administration approves Depo-Provera for use as a contraceptive in the United States.
4061,U,The U.S. Department of Commerce proceeds with applying revised tariffs on Canadian newsprint.
2191,U,The United States strikes its 2 remaining Iowa-class battleships from the Naval Vessel Register
3453,D,In a unanimous decision
4011,U,The Supreme Court
5636,D,NASA announces the crew of Artemis II
3724,U,President Trump signs an executive order banning the entry of refugees of the Syrian Civil War into the United States indefinitely
5850,U,Five US Marines are found dead two days after the CH-53E Super Stallion helicopter they were in crashed in the mountains outside of San Diego during a routine training flight from Creech Air Force Base to Marine Corps Air Station Miramar.
1071,U,At Detroit Metropolitan Airport
3996,D,A C-130 military plane crash in Savannah
1302,U,Caroline Zhang
763,D,The 6.2 Mw  Chalfant Valley earthquake shook eastern California with a maximum Mercalli intensity of VI (Strong)
5514,D,Elon Musk completes his $44 billion acquisition of Twitter.
93,U,Arthur Bremer is jailed for 63 years for shooting U.S. presidential primary candidate George Wallace.
836,D,National Park of American Samoa is established.
3965,D,California residents are ordered to evacuate ahead of a storm described as an "atmospheric river".
3780,U,An 18-year-old woman is killed and 22 other people injured after a car plows into pedestrians at Times Square in New York. The driver
2361,U,Marianas Trench
1517,U,Millionaire philanthropist John Eleuthère du Pont shoots dead his protégé
5956,U,Reactions to 2024 pro-Palestinian protests on university campuses: Columbia University cancels its main graduation ceremony due to ongoing the pro-Palestinian protests and occupation on its campus.
3910,U,The Federal Reserve raises interest rates by a quarter percentage point
2148,D,Chalk’s Ocean Airways Flight 101 crashes into the PortMiami moments after takeoff on a leg from Miami
3163,U,Sixteen missing children are rescued from Super Bowl-associated sex-trade slavery in an FBI sting.
2308,U,The United States Department of the Interior lists the polar bear as a threatened species under the Endangered Species Act
5658,D,2023 banking crisis: First Republic Bank fails and is seized by the FDIC
3688,D,The Federal Reserve raises its benchmark interest rate by 0.25%
3999,U,The Trump administration announces an end to the special Temporary Protected Status program for 57
5944,U,Texas Governor Greg Abbott sends a letter to the Texas Education Agency instructing it to ignore U.S. President Joe Biden's revisions to Title IX adding protections for LGBTQ+ students.
5215,D,COVID-19 vaccination in the United States: The Supreme Court blocks the Biden administration from enforcing its vaccine-or-test requirements for large private companies. However
4143,U,Senator Bernie Sanders announces his candidacy for the 2020 presidential election.
1686,U,In the largest civil settlement in United States history
5589,D,Classified documents are revealed to be found at the home of former Vice President Mike Pence.
1731,D,American daredevil Robbie Knievel jumps 228 feet (69 m) over the Grand Canyon on a 500cc motorcycle.
1762,U,NASA loses radio contact with the Mars Polar Lander
1726,U,Columbine High School massacre: Two Littleton
433,D,The Hillside Strangler
5456,U,Las Vegas police arrest Clark County public administrator Robert Telles in connection with the alleged murder of investigative journalist Jeff German.
2302,U,General Motors announces that it will cut production of pickup trucks and sport utility vehicles in three plants in Michigan and one in Oshawa
5506,U,President Biden announces the launch of the website for student loan debt forgiveness.
1373,D,AnnaSophia Robb
1210,D,President Clinton delivers his first address to the 103rd Congress.
5364,U,In the country's first major cryptocurrency insider trading investigation
788,D,Brownsville
2418,U,Microsoft releases Windows 7.
2293,D,New York Governor Eliot Spitzer announces his resignation (effective March 17) days after being linked to a high-priced prostitution ring. Lieutenant Governor David Paterson succeeds the governorship of New York.
5397,D,The July jobs report is released
247,D,Bobby Fischer refuses to play in a chess match against Anatoly Karpov
3562,U,Bernie Sanders accepts an invitation by Pope Francis to visit the Vatican
1009,U,The Space Shuttle Discovery places the Hubble Space Telescope into orbit.
4949,U,Michigan extends their restrictions on gatherings and dining to May 24 amid a rise of cases. The state also expands their mask mandate to children ages 2–4 years.
283,U,The bulk carrier Edmund Fitzgerald sinks 15 miles off of Whitefish Point
1941,U,Walt Disney Pictures' 43rd feature film
3071,D,A tornado kills 24 people and wounds over 300 in Moore
3644,D,The Blue Cut Fire occurs in California
5501,U,Proposed acquisition of Twitter by Elon Musk: The federal government initiates an investigation into Elon Musk over his conduct in the attempt to acquire the social media platform.
5579,U,The University of Georgia Bulldogs win the 2023 College Football Playoff National Championship at SoFi Stadium in Inglewood
2927,D,Lucimarian Tolliver mother of GMA host Robin Roberts dies at the age of 88.
1325,D,Nia Franklin
4137,D,President Donald Trump confirms that the U.S. will leave the Intermediate-range Nuclear Forces treaty.
240,U,The Weather Underground bombs the U.S. State Department main office in Washington
3218,D,VA scandal: Secretary of Veterans Affairs Eric Shinseki resigns from office.
4708,U,Oregon becomes the first state to decriminalize possession of small amounts of narcotics
711,U,STS-51-G: Space Shuttle Discovery completes its mission
5108,U,Texas Heartbeat Act: Texas state judge Guerra Gamble blocks the Texas Right To Life from suing Planned Parenthood under the pretext of the abortion law.
5562,U,The House Committee on Ways and Means authorizes the public release some of Donald Trump's personal and corporate tax returns. Four years of Trump's returns during his presidency are released to the public on December 30.
1865,U,Barry Bonds of the San Francisco Giants breaks the single season home run record
1226,U,The Montreal Canadiens win their 24th Stanley Cup
847,U,The first World AIDS Day is observed.
5270,D,COVID-19 pandemic in the United States: An official death toll from COVID-19 in the United States exceeds 1 million people since the start of the pandemic.
5140,U,The U.S. Senate votes 61–38 to overcome a filibuster and 50–48 to increase the federal debt.
5242,D,The United States Men's National Team qualifies for the 2022 World Cup in Qatar
3775,U,President Trump is reported to have shared highly classified information with Russia
4831,U,A statue of Abraham Lincoln in Boston that featured a slave kneeling before the former president is removed.
5468,U,Amtrak announces that it is suspending all long-distance routes in preparation for a possible railroad strike.
2119,D,The largest evacuation in Houston history takes place as millions evacuate from Hurricane Rita.
3707,U,Donald Trump holds his first press conference since being elected president
3297,U,The Supreme Court lifts the stay on a ruling overturning the ban on same-sex marriage in the state of Kansas.
3524,D,Star Wars: The Force Awakens becomes the highest-grossing film in North America
5252,D,South Dakota Attorney General Jason Ravnsborg is impeached over his 2020 car crash
5598,D,Recreational cannabis sales begin in Missouri.
1612,U,U.S. First Lady Hillary Clinton appears on The Today Show
4473,D,Political consultant Roger Stone is sentenced to 40 months in prison after being found guilty of witness tampering
2514,D,The BP Oil Spill is stopped for the first time
3788,D,The Ninth U.S. Circuit Court of Appeals upholds a decision blocking President Trump's revised travel ban on people from six mainly Muslim nations.
2189,U,Crystal Mangum makes false rape accusations against three members of the Duke University men's lacrosse team
4417,U,A dozen people are killed by winter storms in Kansas
5407,D,The NBA announces the retirement of the number 6 leaguewide to honor the late Bill Russell
2360,U,The 111th Congress convenes with Democrats increasing their majority to 256 seats in the House
5308,U,The Supreme Court rules that California's Private Attorneys General Act does not preempt the Federal Arbitration Act and therefore mostly allows for companies to compel claims brought under the act into arbitration if an arbitration clause exists with respect to the claim. The decision is widely seen as a win for corporations and employers.
2544,D,The San Francisco Board of Supervisors bans Happy Meal toys served by McDonald's
5015,U,Surfside condominium building collapse – A 12-story condominium apartment building in Surfside
738,U,In New York City
3726,U,President Trump nominates federal appellate judge Neil Gorsuch to fill the vacant seat on the Supreme Court left by the death of Antonin Scalia in 2016.
1909,D,Four Canadian infantrymen are killed in Afghanistan by friendly fire from two US F-16s.
1547,U,Paris and Rome-bound TWA Flight 800 (Boeing 747) explodes off the coast of Long Island
2389,U,The Seattle Post Intelligencer ends publication
16,U,The U.S. ends its trade embargo of China.
5162,U,Another special election is held in Ohio to fill a vacancy in its 15th congressional district due to the resignation of Steve Stivers effective May 15 to become president and CEO of the Ohio Chamber of Commerce. Republican Mike Carey wins with 93
3728,U,The Trump administration enacts new sanctions against 25 entities in Iran in retaliation for their recent ballistic missile test.
1557,U,President Clinton signs the landmark Personal Responsibility and Work Opportunity Reconciliation Act into law.
2088,D,The Kyoto Protocol goes into effect
337,U,Viking program: The Viking 2 spacecraft lands at Utopia Planitia on Mars.
4524,D,Representative Tulsi Gabbard suspends her presidential campaign.
2669,U,Former Illinois Governor Rod Blagojevich is found guilty of 17 of the 20 counts against him
4411,U,Kentucky Governor Matt Bevin controversially pardons or commutes sentences for 428 convicts
3909,D,Democrat Doug Jones defeats Republican candidate Roy Moore to win the Senate seat for Alabama
1562,D,Houston socialite Doris Angleton is murdered
3274,D,The United States and several Arab partners begin their airstrike campaign in Syria.
2704,D,Maria Ridulph: a 7-year-old 1957 murder victim is exhumed.
5942,U,2024 Charlotte shootout: Four law enforcement officers and one gunman are killed and four others are wounded during a shootout in Charlotte
2304,U,Senator Barack Obama wins the North Carolina Democratic Primary. Senator Hillary Clinton narrowly wins the Indiana Democratic Primary.
4221,D,California native John Walker Lindh
48,D,Japanese soldier Shoichi Yokoi is discovered in Guam; he had spent 28 years in the jungle and becomes the third-to-last Japanese soldier to surrender after World War II.
4820,U,Minnesota State Senator Jerry Relph dies of COVID-19 complications.
4373,U,Two former Twitter employees are charged with spying for Saudi Arabia. Ahmad Abouammo
3739,U,The U.S. Federal Reserve raises interest rates from 0.75 to 1.0%.
4691,U,The second 2020 presidential debate takes place in Nashville
1625,U,Gay rights: Oncale v. Sundowner Offshore Services: The Supreme Court of the United States rules that federal laws banning on-the-job sexual harassment also apply when both parties are the same sex.
4155,U,Boeing grounds its entire global fleet of 737 Max aircraft in response to evidence gathered following the crashes of Ethiopian Airlines Flight 302 and Lion Air Flight 610.
1467,U,Astronaut Norman Thagard becomes the first American to ride into space aboard a Russian launch vehicle (the Soyuz TM-21)
1901,U,U.S. invasion of Afghanistan: In eastern Afghanistan
2913,D,2012 Aurora
2505,U,Pixar Animation Studios' eleventh feature film
1251,U,The unemployment rate falls to 6.5%
4413,U,The Federal Communications Commission approves a proposal to designate 988 as the hotline phone number of the National Suicide Prevention Lifeline.
2121,D,The NFL sees the groundbreaking ceremony for two new stadiums
2370,U,Poisoner Stacey Castor
3131,U,The United States Labor Department says that unemployment rate fell to 5-year low of 7 percent as employers added 203
3880,D,Actor Dustin Hoffman is accused of sexually harassing a 17-year-old intern on the set of one of his films in 1985.
1203,U,The state of Washington executes Westley Allan Dodd by hanging (the first legal hanging in America since 1965).
940,U,In the biggest narcotics seizure on record
4151,D,Former Colorado governor John Hickenlooper announces his candidacy for the 2020 U.S. presidential election.
5812,U,Taylor Swift's The Eras Tour becomes the first tour to gross over one billion dollars
1129,D,Arkansas Governor Bill Clinton announces he will seek the 1992 Democratic nomination for President of the United States.
1952,D,Iraq disarmament crisis: The leaders of the United Kingdom
4055,D,President Trump invites Vladimir Putin to visit America.
5929,D,The U.S. Department of Education releases revisions to Title IX expanding protections to LGBTQ+ students.
4316,U,The White House releases details of a July 25 phone call between President Trump and Volodymyr Zelensky
2254,U,The Burj Khalifa in Dubai reaches the height of the Sears Tower on its way to becoming the tallest building in the world.
20,D,Assassin Jerome A. Johnson shoots Joe Colombo in the head in the middle of an Italian-American rally
777,U,Iran-Contra Affair: U.S. Attorney General Edwin Meese announces that profits from covert weapons sales to Iran were illegally diverted to the anti-communist Contra rebels in Nicaragua.
5280,D,In one of the deadliest school shootings in American history
543,U,In Newport
2289,D,Steven Kazmierczak opens fire
5954,U,More than 2
76,U,The first financial derivatives exchange
2571,U,Lawmakers in 14 states (Alabama
1025,D,In Cruzan v. Director
653,D,Margaret Heckler of the U.S. Public Health Service announces the identity of HTLV-III as the virus that causes AIDS.
1091,U,Gulf War: Iraq accepts a Russian-proposed cease fire agreement. The U.S. rejects the agreement
357,D,Richard J. Daley
2920,D,Marvin Lee Wilson is executed by the state of Texas
5277,D,A tornado touches down in Gaylord
5319,U,The Arizona Senate is evacuated after police use tear gas to disperse a mob of pro-choice protesters in opposition to the overruling of Roe v. Wade and teachers
42,U,George Lucas founds Lucasfilm.
2093,D,Three people
4025,U,The Golden State Warriors defeat the Cleveland Cavaliers
2512,U,Illegals Program: The Russian spies are deported from the United States in exchange for four people imprisoned for alleged contact with Western intelligence bodies.
2892,D,The Miami Heat wins the 2012 NBA Finals defeating the Oklahoma City Thunder four games to one. LeBron James wins the NBA Finals MVP award.
4112,U,Michael Cohen
1224,U,The West Memphis Three are three men who
4717,D,2020 presidential election: President Trump's re-election campaign files multiple lawsuits in several states alleging widespread electoral fraud.
4238,U,Twelve Federal Police agents are sentenced to 34 years of prison for the August 24
4368,U,2019 Virginia Senate election & 2019 Virginia House of Delegates election: Democrats take control of the legislature for the first time in twenty years.
4048,D,President Trump attends the NATO Summit in Brussels.
1170,U,The Goosebumps series of children's horror fiction
3500,U,A military JLENS blimp from the United States Army breaks loose from its moorings at the Aberdeen Proving Ground in Maryland
3249,D,John O. Brennan
400,D,Elvis Presley
1426,D,Liebeck v. McDonald's Restaurants: a 12-person jury reaches its verdict to award Stella Liebeck $2
4503,D,The Justice Department and the Drug Enforcement Administration announce the arrest of more than 600 alleged members of the Jalisco New Generation Cartel.
772,D,Great Basin National Park is established.
2413,D,NASA launches the Lunar Reconnaissance Orbiter/LCROSS probes to the Moon
856,D,Harris Trust and Savings Bank of Chicago settles a government enforcement action by agreeing to pay $14 million in backpay to women and minorities
3046,U,The Boston Bruins postpone their scheduled home game against the Pittsburgh Penguins due to the manhunt for the Boston marathon bombing suspect.
5233,D,The 2022 MLB Lockout comes to an end after 99 days after a new CBA is agreed to
3922,D,Everitt Aaron Jameson
2446,D,Walt Disney Animation Studios' 49th feature film
5893,U,Jo-Ann Stores files for chapter 11 bankruptcy after accumulating over $1 billion in debt.
3115,U,The two-year-old son of NFL player Adrian Peterson (2012 AP NFL MVP) dies at a Sioux Falls
3502,D,President Barack Obama orders up to fifty US special operations ground troops to be deployed in Syria to fight Islamic State militants.
722,D,Catcher Gary Carter of the New York Mets ties a record with five home runs in two games.
520,U,Richard Chase
5920,D,Impeachment of Alejandro Mayorkas: The United States Senate votes to dismiss both impeachment articles against Homeland Security Secretary Alejandro Mayorkas
3884,D,The New York City news websites DNAinfo and Gothamist are shut down by owner Joe Ricketts one week after the publications' employees voted to unionize.
5200,D,COVID-19 pandemic: The CDC reports that Deltacron hybrid variant is now pre-dominant strain in the US
3298,U,The National Cathedral in Washington
5092,U,Times Square in New York is evacuated due to a suspicious package.
3027,D,Former New York City police officer Gilberto Valle is found guilty of plotting to kidnap
2221,D,The St. Louis Cardinals defeat the Detroit Tigers to win their 10th world series.
5453,D,The Mosquito Fire
5017,U,Infrastructure policy of the Joe Biden administration: President Biden announces that he has reached a bipartisan infrastructure deal with Senators.
1386,D,In Portland
923,U,Nintendo's Game Boy is released in North America.
3980,U,The FBI raids the home
2357,D,Bernie Madoff is arrested and charged with securities fraud in relation to what would later be revealed to be the largest Ponzi scheme in history.
2930,D,In lawn tennis
3848,D,Sebastian Gorka
5864,D,Three passengers who were on Alaska Airlines Flight 1282 sue Boeing for $1 billion for negligence
5441,D,Jackson
2623,U,Reginald Daye dies 10 days after being repeatedly stabbed by Crystal Mangum
3825,U,Martin Shkreli is found guilty in federal court on three counts of fraud related to two hedge funds he ran
5728,D,Cannabis legalization takes effect in Minnesota; Minnesota becomes the 23rd state and 27th U.S. jurisdiction overall to legalize cannabis for recreational use.
198,U,Johnny Rutherford wins the first of three Indianapolis 500 automobile races.
3940,U,SpaceX successfully launches its Falcon Heavy rocket from LC39A at John F. Kennedy Space Center.
5976,U,Judges grant Julian Assange permission to appeal his extradition order from the United Kingdom to the United States.
2205,U,London Metropolitan Police make 21 arrests in connection to an apparent terrorist plot that involved aircraft traveling from the United Kingdom to the United States. Liquids and gels are banned from checked and carry-on baggage. As of September 26
441,U,President Jimmy Carter decides to postpone production of the neutron bomb
5561,U,A magnitude 6.4 earthquake strikes Ferndale
4442,U,Persian Gulf crisis: Iran attacks Iraqi military bases hosting U.S. troops
4647,U,President Trump signs an executive order banning any U.S. companies or citizens from making transactions with ByteDance
2602,D,The Wisconsin Senate approves a bill that ends most collective bargaining rights for nearly all unions; it was able to pass the legislation without a quorum by removing the budget oriented parts of it (a quorum would have necessitated the presence of at least one of the absent Democratic members).
895,U,A gun turret explodes on the U.S. battleship Iowa
4741,U,The U.S. military reports a record high of 1
5329,D,Ketanji Brown Jackson is sworn into the Supreme Court
1721,U,In Laramie
5939,U,A series of tornadoes hit at least six states
5975,U,Francis Scott Key Bridge collapse: The container ship Dali is freed from bridge debris since its initial collision on March 26 and is escorted by tugboats back to the port of Baltimore.
489,U,The Department of Education begins operations.
4194,U,A redacted version of the final Mueller Report is released by Attorney General William Barr to Congress and the general public. The report goes into detail on findings from the 2017
286,U,The Lutz family moves into 112 Ocean Avenue
1670,D,Google
4547,D,The Trump administration deploys anti-drug Navy ships and AWACS planes near Venezuela in reportedly the largest military build-up in the region since the 1989 invasion of Panama.
371,U,United States lifts its ban on travel by U.S. citizens to Cambodia
1196,U,Walt Disney Pictures' 31st feature film
4314,D,Speaker of the House Nancy Pelosi announces the start of a formal impeachment inquiry against President Trump.
974,D,The National Gallery of Art purchases The Fall of Phaeton by Peter Paul Rubens.
5458,U,2022 Memphis shootings: Four people are killed and three others are injured in a four-hour shooting spree that was streamed on Facebook Live.
3755,U,A U.S. Army Sikorsky UH-60 Black Hawk from Fort Belvoir
1561,U,In San Diego
4276,D,Former Colorado governor John Hickenlooper withdraws from the 2020 presidential election campaign.
3,D,Congress discontinues funding for supersonic transport (SST); primary contractor was Boeing.
2960,U,Maine becomes the first state to legalize gay marriage via voter referendum. Maryland and Washington do the same. Minnesota also rejects a constitutional amendment which would have banned same-sex marriage.
2136,D,After issues arise of her competency to adjudicate United States constitutional law
3351,D,Former CIA director and U.S. Army officer David Petraeus pleads guilty in federal court to a charge of unauthorized removal and retention of classified information.
804,D,Governor Evan Mecham of Arizona is convicted in his impeachment trial and removed from office.
4518,U,COVID-19 pandemic: West Virginia becomes the 50th state to have a confirmed a case of COVID-19.
5414,U,San Diego Padres shortstop Fernando Tatís Jr. is suspended for 80 games for violating Major League Baseball's policy on performance-enhancing drugs.
43,U,In Cleveland Ohio
159,U,Watergate Scandal: Former White House aide Alexander Butterfield informs the United States Senate Watergate Committee that President Richard Nixon had secretly recorded potentially incriminating conversations.
2722,D,U.S. President Obama provides temporary relief for illegal immigrants who are students
1783,U,Richard Baumhammers begins a two-hour racially motivated shooting spree in Pittsburgh
2542,U,The U.S. Federal Reserve announces it will buy $600 billion in bonds to encourage economic growth.
4278,U,Denmark rejects the suggestion that the United States might purchase Greenland.
5258,U,The 2022 NFL Draft is held in Las Vegas
1016,U,Cold War: U.S. President George H. W. Bush and Soviet Union leader Mikhail Gorbachev sign the Chemical Weapons Accord to end chemical weapon production and begin destroying their respective stocks.
3039,D,Disney announces that it is shutting down its LucasArts computer game making division.
1663,D,Monica Lewinsky scandal: Ex-White House intern Monica Lewinsky receives transactional immunity
909,D,President Bush vetoes a minimum-wage bill passed by Congress on May 17 that would have increased the minimum wage to $4.55 an hour.
3984,U,Southwest Airlines Flight 1380
5190,D,CNN announces that it has indefinitely suspended Chris Cuomo while a law firm conducts an independent investigation that the network hired to look into the matter.
3620,D,American boxing legend and conscientious objector Muhammad Ali dies of septic shock at a hospital in Scottsdale
3690,U,The Electoral College elects Donald Trump as the next president of the United States
1114,U,A spectator is killed by lightning at the U.S. Open.
3285,U,An Antares rocket carrying the Cygnus CRS Orb-3 uncrewed resupply spacecraft explodes shortly after liftoff at the Mid-Atlantic Regional Spaceport in Wallops Island
2227,D,Robert Gates is sworn in as the new Secretary of Defense
37,U,Arches National Park is established.
377,U,The Toronto Blue Jays play their first game of baseball against the Chicago White Sox.
3499,D,The United States Senate votes overwhelmingly in favor of the controversial Cybersecurity Information Sharing Act
4096,U,NASA announces that its Kepler space telescope mission has ended
4305,D,President Donald Trump revokes California's authority to set its own auto emission standards.
4336,U,Defense Secretary Mark Esper says the United States has picked up its attacks in Afghanistan since peace talks with the Taliban fell apart last month. In August
1271,U,Unbridled's Song
289,U,The Beatles associate Mal Evans is fatally shot by police amid a disturbance at his Los Angeles home.
4975,D,Former Matt Gaetz associate Joel Greenberg pleads guilty to six charges of sex trafficking.
5699,U,Former U.S. representative from Texas Will Hurd launches his presidential campaign.
5889,D,The United States deploys a Marine Corps Security Force Regiment platoon to secure the U.S. embassy complex in Port-au-Prince
2762,U,The United States Senate rejects the American Jobs Act in a procedural vote.
