id,class
5348,U
5044,U
1363,U
1780,U
1157,U
3781,U
958,D
4662,U
3369,U
97,D
1466,U
1706,U
5615,U
4466,U
4192,U
2096,U
4435,U
4251,D
3230,U
5317,U
3000,U
4608,U
3473,D
3754,U
5631,U
3479,D
2671,U
2155,U
1054,U
2428,U
2845,U
166,U
1693,U
4089,U
5226,U
194,D
3016,U
1099,U
1613,U
2273,D
3619,U
2140,U
3381,U
997,U
412,U
559,U
640,U
231,U
56,U
2824,U
2928,U
576,D
910,U
1626,U
4789,U
1053,U
1228,U
5183,U
3912,U
4437,U
3900,U
670,U
1478,U
1987,U
34,U
4721,U
4079,U
2631,U
806,D
2584,U
4321,U
1546,U
5869,U
2497,D
5123,U
1858,U
5227,U
2190,U
5517,U
5383,U
2606,U
5628,U
2588,U
562,U
1470,U
1784,U
3699,U
4177,U
